Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-12-25,13:30:22.340,74,5.2,1.18,7.9,74,9.3,33,-66,207,-1,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1518,1555,1603,1516,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:22.840,77,5.2,1.18,7.8,75,9.2,25,-141,208,-9,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1593,1604,1512,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:23.340,71,5.2,1.18,7.1,76,8.3,20,-10,207,-156,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1493,1527,1603,1510,1486,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:23.840,71,5.2,1.18,7.2,77,8.4,-7,-6,206,-306,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1475,1525,1603,1497,1449,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:24.340,73,5.2,1.18,7.7,78,9.0,-4,126,207,-182,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1490,1460,1603,1498,1480,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:24.840,57,5.2,1.18,7.2,79,8.4,-3,162,208,-9,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1442,1604,1499,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:25.340,79,5.2,1.18,7.5,80,8.8,-1,-3,208,-6,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1517,1524,1604,1500,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:25.840,76,5.2,1.18,6.7,81,7.9,-1,224,207,173,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1554,1411,1603,1500,1527,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:26.340,79,5.2,1.19,7.0,82,8.3,0,-2,207,-12,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1515,1523,1603,1500,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:26.840,84,5.2,1.18,6.7,83,7.9,-4,52,208,-3,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1517,1497,1604,1498,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:27.340,81,5.3,1.18,7.0,84,8.2,-1,48,209,-6,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1517,1499,1604,1500,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:27.840,82,5.2,1.18,7.2,85,8.4,-5,294,207,-1,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1518,1376,1603,1498,1509,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:28.340,81,5.2,1.18,7.2,86,8.4,107,0,210,-7,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1522,1605,1553,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:28.840,79,5.2,1.18,7.7,87,9.0,-1,-2,210,-6,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1517,1523,1605,1500,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:29.340,76,5.2,1.18,7.5,88,8.8,-2,3,209,-5,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1517,1521,1604,1499,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:29.840,77,5.3,1.18,7.2,89,8.4,-1,0,210,-9,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1522,1605,1500,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:30.340,76,5.3,1.18,7.3,90,8.6,-4,33,209,-9,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1506,1604,1498,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:30.840,69,5.3,1.18,7.6,91,8.9,-5,-3,210,-7,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1524,1605,1498,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:31.340,71,5.3,1.18,7.8,92,9.2,10,-3,210,-6,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1517,1524,1605,1505,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:31.840,68,5.3,1.18,7.8,93,9.2,-1,-3,211,-7,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1522,1605,1500,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:32.340,72,5.3,1.18,7.6,94,8.9,27,-5,211,-7,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1523,1605,1513,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:32.840,70,5.3,1.18,7.5,95,8.8,4,-3,-5,-8,-939,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1516,1516,1498,1502,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-12-25,13:30:33.340,73,5.3,1.18,5.5,96,6.4,0,-4,-7,-12,-940,379,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1515,1517,1497,1500,1508,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
